model,display_name,sequence_idx,successful_subtasks,sequence
act_lang_ABC_200k,ACT-Lang-ABC 200k,792,2,lift_blue_block_slider -> place_in_drawer -> rotate_red_block_left -> turn_on_lightbulb -> lift_red_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,793,1,turn_off_led -> push_pink_block_right -> open_drawer -> move_slider_right -> lift_pink_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,794,5,push_red_block_left -> turn_off_led -> push_into_drawer -> lift_red_block_drawer -> place_in_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,795,4,push_blue_block_left -> move_slider_right -> open_drawer -> turn_on_led -> lift_red_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,796,2,push_blue_block_left -> turn_on_led -> lift_pink_block_slider -> stack_block -> unstack_block
act_lang_ABC_200k,ACT-Lang-ABC 200k,797,1,move_slider_right -> push_red_block_left -> close_drawer -> turn_on_led -> lift_blue_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,798,1,open_drawer -> push_red_block_left -> lift_pink_block_table -> place_in_slider -> turn_on_led
act_lang_ABC_200k,ACT-Lang-ABC 200k,799,1,turn_on_lightbulb -> push_pink_block_left -> lift_blue_block_table -> place_in_slider -> close_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,800,4,open_drawer -> lift_pink_block_slider -> place_in_drawer -> turn_on_lightbulb -> push_blue_block_left
act_lang_ABC_200k,ACT-Lang-ABC 200k,801,0,rotate_blue_block_right -> move_slider_right -> lift_red_block_table -> stack_block -> turn_on_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,802,2,turn_off_led -> move_slider_left -> rotate_blue_block_right -> lift_red_block_table -> stack_block
act_lang_ABC_200k,ACT-Lang-ABC 200k,803,2,turn_on_lightbulb -> move_slider_right -> lift_red_block_slider -> stack_block -> open_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,804,2,push_pink_block_left -> close_drawer -> turn_off_led -> lift_blue_block_slider -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,805,1,move_slider_right -> rotate_red_block_right -> lift_red_block_table -> place_in_slider -> close_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,806,0,turn_off_led -> push_into_drawer -> lift_red_block_drawer -> place_in_slider -> move_slider_left
act_lang_ABC_200k,ACT-Lang-ABC 200k,807,2,close_drawer -> lift_pink_block_table -> place_in_slider -> turn_on_led -> move_slider_left
act_lang_ABC_200k,ACT-Lang-ABC 200k,808,3,close_drawer -> turn_on_lightbulb -> move_slider_right -> rotate_pink_block_left -> lift_red_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,809,1,push_pink_block_left -> turn_on_led -> move_slider_right -> push_into_drawer -> lift_blue_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,810,2,close_drawer -> push_red_block_right -> lift_pink_block_table -> place_in_slider -> move_slider_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,811,2,move_slider_left -> open_drawer -> lift_pink_block_table -> place_in_slider -> turn_on_led
act_lang_ABC_200k,ACT-Lang-ABC 200k,812,1,push_red_block_right -> lift_blue_block_slider -> stack_block -> turn_off_led -> open_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,813,5,rotate_red_block_right -> move_slider_right -> lift_red_block_table -> place_in_slider -> turn_on_led
act_lang_ABC_200k,ACT-Lang-ABC 200k,814,3,open_drawer -> move_slider_right -> turn_on_led -> rotate_blue_block_right -> lift_red_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,815,0,push_pink_block_left -> turn_on_led -> lift_red_block_table -> stack_block -> lift_blue_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,816,3,rotate_red_block_left -> turn_on_lightbulb -> push_into_drawer -> move_slider_left -> lift_pink_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,817,0,move_slider_left -> push_red_block_left -> open_drawer -> lift_red_block_table -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,818,0,turn_off_lightbulb -> rotate_blue_block_right -> lift_pink_block_table -> stack_block -> lift_red_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,819,5,rotate_red_block_right -> open_drawer -> move_slider_left -> push_into_drawer -> turn_off_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,820,1,move_slider_right -> lift_red_block_slider -> place_in_drawer -> turn_on_lightbulb -> rotate_blue_block_left
act_lang_ABC_200k,ACT-Lang-ABC 200k,821,1,lift_red_block_table -> place_in_slider -> close_drawer -> rotate_blue_block_right -> turn_on_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,822,0,rotate_red_block_left -> lift_pink_block_slider -> place_in_drawer -> move_slider_left -> lift_pink_block_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,823,1,move_slider_right -> rotate_pink_block_right -> lift_red_block_slider -> place_in_slider -> lift_pink_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,824,2,turn_off_led -> rotate_red_block_right -> lift_blue_block_slider -> place_in_slider -> lift_pink_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,825,1,move_slider_left -> rotate_pink_block_left -> turn_on_lightbulb -> lift_blue_block_slider -> place_in_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,826,0,rotate_blue_block_right -> turn_off_lightbulb -> open_drawer -> move_slider_left -> lift_blue_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,827,1,open_drawer -> turn_off_lightbulb -> lift_blue_block_table -> place_in_drawer -> rotate_red_block_left
act_lang_ABC_200k,ACT-Lang-ABC 200k,828,4,push_red_block_right -> close_drawer -> lift_red_block_table -> place_in_slider -> lift_pink_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,829,2,rotate_blue_block_left -> open_drawer -> push_into_drawer -> lift_blue_block_drawer -> place_in_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,830,2,rotate_pink_block_right -> lift_red_block_slider -> stack_block -> move_slider_right -> open_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,831,1,turn_on_led -> push_pink_block_right -> open_drawer -> lift_pink_block_table -> place_in_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,832,1,turn_on_led -> lift_blue_block_table -> place_in_slider -> rotate_pink_block_right -> close_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,833,1,rotate_blue_block_right -> move_slider_left -> turn_off_lightbulb -> lift_pink_block_slider -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,834,1,move_slider_right -> lift_pink_block_slider -> place_in_drawer -> push_blue_block_left -> close_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,835,4,push_into_drawer -> lift_blue_block_slider -> place_in_slider -> move_slider_right -> turn_on_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,836,0,lift_red_block_slider -> place_in_slider -> open_drawer -> push_blue_block_left -> move_slider_left
act_lang_ABC_200k,ACT-Lang-ABC 200k,837,4,turn_off_led -> push_pink_block_right -> lift_blue_block_slider -> place_in_slider -> lift_pink_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,838,3,move_slider_right -> turn_on_lightbulb -> rotate_blue_block_left -> lift_blue_block_table -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,839,0,push_red_block_right -> move_slider_left -> turn_on_lightbulb -> open_drawer -> lift_pink_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,840,1,rotate_blue_block_right -> lift_pink_block_slider -> place_in_slider -> turn_on_led -> lift_blue_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,841,2,push_red_block_left -> move_slider_left -> lift_red_block_table -> place_in_slider -> open_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,842,1,open_drawer -> lift_red_block_table -> place_in_slider -> rotate_pink_block_left -> move_slider_left
act_lang_ABC_200k,ACT-Lang-ABC 200k,843,3,rotate_red_block_right -> move_slider_left -> lift_red_block_table -> stack_block -> unstack_block
act_lang_ABC_200k,ACT-Lang-ABC 200k,844,2,move_slider_left -> open_drawer -> rotate_blue_block_right -> turn_on_led -> push_into_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,845,2,close_drawer -> move_slider_left -> push_red_block_left -> lift_red_block_table -> stack_block
act_lang_ABC_200k,ACT-Lang-ABC 200k,846,3,open_drawer -> turn_off_led -> rotate_red_block_right -> lift_pink_block_slider -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,847,0,rotate_blue_block_right -> lift_blue_block_table -> place_in_slider -> turn_on_lightbulb -> open_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,848,2,move_slider_right -> rotate_pink_block_right -> lift_blue_block_slider -> place_in_slider -> push_into_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,849,1,turn_on_lightbulb -> rotate_blue_block_right -> lift_blue_block_table -> stack_block -> open_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,850,3,turn_on_lightbulb -> push_pink_block_right -> open_drawer -> lift_blue_block_table -> place_in_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,851,3,rotate_red_block_right -> turn_off_led -> open_drawer -> lift_pink_block_table -> stack_block
act_lang_ABC_200k,ACT-Lang-ABC 200k,852,0,push_pink_block_left -> open_drawer -> lift_blue_block_slider -> place_in_slider -> lift_red_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,853,0,turn_off_led -> move_slider_left -> open_drawer -> push_pink_block_left -> push_into_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,854,5,lift_pink_block_slider -> place_in_slider -> move_slider_right -> push_blue_block_left -> turn_on_led
act_lang_ABC_200k,ACT-Lang-ABC 200k,855,1,move_slider_right -> push_blue_block_right -> lift_blue_block_table -> place_in_slider -> turn_on_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,856,2,move_slider_right -> push_blue_block_right -> lift_blue_block_table -> place_in_drawer -> turn_off_led
act_lang_ABC_200k,ACT-Lang-ABC 200k,857,0,turn_on_lightbulb -> push_pink_block_left -> move_slider_left -> lift_pink_block_table -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,858,2,move_slider_left -> turn_on_lightbulb -> rotate_pink_block_right -> lift_pink_block_table -> place_in_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,859,5,lift_red_block_slider -> place_in_slider -> move_slider_right -> turn_on_lightbulb -> push_blue_block_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,860,1,lift_red_block_slider -> stack_block -> unstack_block -> turn_off_led -> rotate_red_block_left
act_lang_ABC_200k,ACT-Lang-ABC 200k,861,1,lift_red_block_table -> place_in_slider -> lift_blue_block_slider -> stack_block -> close_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,862,0,rotate_blue_block_right -> push_into_drawer -> lift_pink_block_slider -> place_in_drawer -> move_slider_left
act_lang_ABC_200k,ACT-Lang-ABC 200k,863,4,turn_on_led -> move_slider_left -> rotate_pink_block_right -> close_drawer -> lift_pink_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,864,5,rotate_pink_block_left -> turn_off_led -> lift_blue_block_slider -> place_in_slider -> open_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,865,0,rotate_red_block_left -> lift_pink_block_slider -> place_in_slider -> turn_on_lightbulb -> move_slider_left
act_lang_ABC_200k,ACT-Lang-ABC 200k,866,3,move_slider_left -> close_drawer -> turn_off_lightbulb -> rotate_pink_block_left -> lift_blue_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,867,0,move_slider_left -> open_drawer -> lift_red_block_slider -> place_in_slider -> turn_on_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,868,0,lift_blue_block_table -> stack_block -> close_drawer -> unstack_block -> rotate_pink_block_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,869,3,lift_pink_block_slider -> place_in_slider -> move_slider_right -> rotate_blue_block_right -> turn_off_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,870,2,move_slider_left -> lift_red_block_slider -> stack_block -> unstack_block -> push_red_block_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,871,0,push_blue_block_left -> lift_blue_block_table -> stack_block -> turn_on_lightbulb -> move_slider_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,872,0,turn_off_lightbulb -> lift_blue_block_slider -> place_in_drawer -> lift_blue_block_drawer -> stack_block
act_lang_ABC_200k,ACT-Lang-ABC 200k,873,1,move_slider_left -> push_blue_block_right -> open_drawer -> turn_off_led -> lift_pink_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,874,2,close_drawer -> turn_off_led -> lift_blue_block_table -> place_in_slider -> push_pink_block_left
act_lang_ABC_200k,ACT-Lang-ABC 200k,875,0,push_blue_block_left -> lift_blue_block_table -> stack_block -> turn_off_lightbulb -> move_slider_left
act_lang_ABC_200k,ACT-Lang-ABC 200k,876,0,push_pink_block_right -> turn_off_led -> move_slider_left -> push_into_drawer -> close_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,877,3,rotate_pink_block_left -> turn_off_led -> open_drawer -> lift_pink_block_table -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,878,4,open_drawer -> turn_on_led -> push_red_block_right -> lift_pink_block_table -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,879,2,open_drawer -> move_slider_right -> lift_red_block_slider -> place_in_drawer -> turn_on_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,880,0,turn_on_lightbulb -> close_drawer -> lift_red_block_slider -> place_in_slider -> rotate_blue_block_left
act_lang_ABC_200k,ACT-Lang-ABC 200k,881,2,move_slider_left -> push_red_block_left -> push_into_drawer -> turn_off_led -> lift_red_block_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,882,1,turn_on_led -> rotate_pink_block_left -> open_drawer -> move_slider_right -> push_into_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,883,0,rotate_red_block_left -> turn_on_led -> lift_pink_block_slider -> stack_block -> move_slider_left
act_lang_ABC_200k,ACT-Lang-ABC 200k,884,1,turn_off_led -> push_pink_block_right -> lift_red_block_table -> place_in_drawer -> close_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,885,0,turn_off_lightbulb -> rotate_blue_block_left -> lift_pink_block_slider -> place_in_drawer -> lift_red_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,886,2,push_pink_block_right -> turn_on_led -> lift_pink_block_table -> place_in_slider -> open_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,887,0,turn_on_lightbulb -> push_blue_block_left -> close_drawer -> move_slider_left -> lift_blue_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,888,0,lift_blue_block_slider -> place_in_slider -> open_drawer -> rotate_red_block_right -> turn_on_led
act_lang_ABC_200k,ACT-Lang-ABC 200k,889,1,push_pink_block_right -> move_slider_left -> lift_red_block_slider -> place_in_slider -> turn_on_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,890,5,rotate_blue_block_right -> lift_blue_block_table -> place_in_drawer -> close_drawer -> turn_off_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,891,0,turn_off_lightbulb -> rotate_pink_block_right -> move_slider_left -> lift_red_block_slider -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,892,0,rotate_red_block_left -> move_slider_right -> lift_red_block_table -> place_in_slider -> turn_off_led
act_lang_ABC_200k,ACT-Lang-ABC 200k,893,2,turn_off_lightbulb -> move_slider_left -> push_pink_block_left -> lift_blue_block_table -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,894,4,push_blue_block_right -> turn_on_lightbulb -> move_slider_right -> close_drawer -> lift_pink_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,895,0,lift_red_block_table -> place_in_slider -> turn_off_led -> open_drawer -> push_into_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,896,1,push_into_drawer -> turn_on_led -> move_slider_left -> close_drawer -> lift_blue_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,897,0,rotate_red_block_right -> lift_blue_block_slider -> place_in_slider -> push_into_drawer -> turn_off_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,898,2,rotate_blue_block_left -> open_drawer -> lift_pink_block_table -> place_in_drawer -> turn_on_led
act_lang_ABC_200k,ACT-Lang-ABC 200k,899,1,push_blue_block_left -> lift_pink_block_table -> place_in_drawer -> close_drawer -> lift_red_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,900,1,move_slider_left -> rotate_pink_block_right -> lift_pink_block_table -> place_in_drawer -> turn_on_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,901,0,rotate_blue_block_left -> move_slider_right -> turn_off_lightbulb -> close_drawer -> lift_pink_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,902,2,turn_on_lightbulb -> open_drawer -> rotate_blue_block_left -> lift_pink_block_slider -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,903,2,open_drawer -> move_slider_left -> lift_blue_block_slider -> place_in_slider -> rotate_pink_block_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,904,0,lift_blue_block_slider -> stack_block -> move_slider_left -> open_drawer -> turn_off_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,905,3,lift_pink_block_table -> place_in_slider -> open_drawer -> push_blue_block_right -> move_slider_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,906,2,push_pink_block_left -> move_slider_left -> lift_blue_block_slider -> place_in_drawer -> close_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,907,0,rotate_blue_block_right -> lift_blue_block_table -> place_in_drawer -> close_drawer -> lift_red_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,908,1,rotate_pink_block_right -> lift_pink_block_table -> place_in_slider -> move_slider_left -> lift_pink_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,909,0,lift_pink_block_table -> stack_block -> unstack_block -> push_pink_block_right -> close_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,910,0,rotate_pink_block_right -> close_drawer -> lift_pink_block_table -> place_in_slider -> turn_off_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,911,5,rotate_red_block_right -> turn_off_led -> open_drawer -> push_into_drawer -> lift_red_block_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,912,1,close_drawer -> rotate_red_block_left -> move_slider_left -> turn_on_lightbulb -> lift_red_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,913,5,move_slider_left -> lift_blue_block_table -> place_in_slider -> push_into_drawer -> turn_on_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,914,1,open_drawer -> lift_pink_block_table -> place_in_drawer -> move_slider_right -> push_blue_block_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,915,0,rotate_red_block_right -> lift_pink_block_slider -> place_in_slider -> turn_off_lightbulb -> lift_red_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,916,2,close_drawer -> turn_on_led -> rotate_blue_block_left -> lift_pink_block_slider -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,917,0,push_blue_block_right -> lift_red_block_slider -> stack_block -> unstack_block -> lift_blue_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,918,1,move_slider_left -> rotate_red_block_right -> turn_on_led -> lift_blue_block_slider -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,919,0,lift_red_block_slider -> place_in_slider -> turn_on_lightbulb -> move_slider_left -> rotate_pink_block_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,920,0,push_pink_block_right -> move_slider_left -> open_drawer -> push_into_drawer -> lift_red_block_slider
